MyFinalPosition,WinnerIndex,MyStrategy,MyPoints,EnemyStrategy2,EnemyPoints2,EnemyStrategy3,EnemyPoints3,EnemyStrategy4,EnemyPoints4,GameSeed,MyTotalWinsQty
3,4,SHOOTER,21,SHERIFF,2,SHOOTER,55,LOW_LAYER,0,1554611464,325
3,4,SHOOTER,29,SHERIFF,55,SHOOTER,16,LOW_LAYER,4,1554611466,325
4,4,SHOOTER,66,SHERIFF,31,SHOOTER,7,LOW_LAYER,0,1554611468,325
4,4,SHOOTER,61,SHERIFF,10,SHOOTER,33,LOW_LAYER,0,1554611469,325
1,1,SHOOTER,15,SHERIFF,27,SHOOTER,60,LOW_LAYER,28,1554611471,326
3,2,SHOOTER,38,SHERIFF,5,SHOOTER,61,LOW_LAYER,26,1554611473,326
4,2,SHOOTER,66,SHERIFF,19,SHOOTER,45,LOW_LAYER,26,1554611474,326
4,4,SHOOTER,56,SHERIFF,8,SHOOTER,40,LOW_LAYER,0,1554611476,326
4,4,SHOOTER,63,SHERIFF,24,SHOOTER,43,LOW_LAYER,0,1554611478,326
4,2,SHOOTER,59,SHERIFF,7,SHOOTER,25,LOW_LAYER,13,1554611479,326
4,4,SHOOTER,51,SHERIFF,21,SHOOTER,47,LOW_LAYER,11,1554611481,326
4,4,SHOOTER,55,SHERIFF,4,SHOOTER,17,LOW_LAYER,2,1554611483,326
3,4,SHOOTER,30,SHERIFF,19,SHOOTER,55,LOW_LAYER,0,1554611484,326
4,2,SHOOTER,57,SHERIFF,2,SHOOTER,14,LOW_LAYER,5,1554611486,326
2,4,SHOOTER,23,SHERIFF,26,SHOOTER,52,LOW_LAYER,3,1554611488,326
4,4,SHOOTER,51,SHERIFF,4,SHOOTER,49,LOW_LAYER,0,1554611489,326
3,4,SHOOTER,48,SHERIFF,5,SHOOTER,73,LOW_LAYER,4,1554611491,326
3,4,SHOOTER,46,SHERIFF,38,SHOOTER,69,LOW_LAYER,3,1554611493,326
4,4,SHOOTER,62,SHERIFF,27,SHOOTER,38,LOW_LAYER,3,1554611495,326
4,4,SHOOTER,50,SHERIFF,6,SHOOTER,21,LOW_LAYER,1,1554611497,326
2,2,SHOOTER,32,SHERIFF,26,SHOOTER,72,LOW_LAYER,52,1554611498,326
2,4,SHOOTER,9,SHERIFF,15,SHOOTER,51,LOW_LAYER,3,1554611500,326
3,4,SHOOTER,40,SHERIFF,13,SHOOTER,51,LOW_LAYER,0,1554611501,326
4,4,SHOOTER,53,SHERIFF,16,SHOOTER,46,LOW_LAYER,15,1554611503,326
4,4,SHOOTER,62,SHERIFF,23,SHOOTER,15,LOW_LAYER,4,1554611505,326
3,4,SHOOTER,45,SHERIFF,9,SHOOTER,50,LOW_LAYER,0,1554611506,326
4,4,SHOOTER,55,SHERIFF,27,SHOOTER,48,LOW_LAYER,0,1554611508,326
4,2,SHOOTER,58,SHERIFF,7,SHOOTER,52,LOW_LAYER,13,1554611510,326
4,4,SHOOTER,62,SHERIFF,9,SHOOTER,33,LOW_LAYER,0,1554611512,326
4,4,SHOOTER,63,SHERIFF,20,SHOOTER,36,LOW_LAYER,11,1554611514,326
4,4,SHOOTER,67,SHERIFF,21,SHOOTER,39,LOW_LAYER,3,1554611515,326
4,4,SHOOTER,55,SHERIFF,29,SHOOTER,44,LOW_LAYER,2,1554611517,326
2,4,SHOOTER,4,SHERIFF,31,SHOOTER,69,LOW_LAYER,0,1554611519,326
2,4,SHOOTER,10,SHERIFF,13,SHOOTER,55,LOW_LAYER,0,1554611521,326
4,4,SHOOTER,57,SHERIFF,11,SHOOTER,32,LOW_LAYER,4,1554611522,326
3,4,SHOOTER,53,SHERIFF,20,SHOOTER,55,LOW_LAYER,2,1554611524,326
3,2,SHOOTER,50,SHERIFF,1,SHOOTER,51,LOW_LAYER,28,1554611526,326
4,4,SHOOTER,52,SHERIFF,3,SHOOTER,23,LOW_LAYER,0,1554611528,326
3,2,SHOOTER,48,SHERIFF,7,SHOOTER,63,LOW_LAYER,38,1554611529,326
4,4,SHOOTER,57,SHERIFF,29,SHOOTER,16,LOW_LAYER,2,1554611531,326
3,4,SHOOTER,18,SHERIFF,18,SHOOTER,67,LOW_LAYER,1,1554611533,326
2,4,SHOOTER,31,SHERIFF,54,SHOOTER,70,LOW_LAYER,27,1554611534,326
4,4,SHOOTER,59,SHERIFF,47,SHOOTER,50,LOW_LAYER,0,1554611536,326
2,4,SHOOTER,28,SHERIFF,46,SHOOTER,56,LOW_LAYER,0,1554611538,326
3,4,SHOOTER,23,SHERIFF,3,SHOOTER,52,LOW_LAYER,0,1554611540,326
4,4,SHOOTER,50,SHERIFF,40,SHOOTER,37,LOW_LAYER,3,1554611542,326
2,4,SHOOTER,18,SHERIFF,36,SHOOTER,50,LOW_LAYER,0,1554611544,326
3,4,SHOOTER,44,SHERIFF,28,SHOOTER,58,LOW_LAYER,0,1554611545,326
3,4,SHOOTER,19,SHERIFF,6,SHOOTER,53,LOW_LAYER,0,1554611547,326
1,1,SHOOTER,14,SHERIFF,25,SHOOTER,50,LOW_LAYER,15,1554611549,327
4,3,SHOOTER,62,SHERIFF,42,SHOOTER,0,LOW_LAYER,26,1554611550,327
2,4,SHOOTER,24,SHERIFF,27,SHOOTER,53,LOW_LAYER,0,1554611552,327
4,4,SHOOTER,50,SHERIFF,8,SHOOTER,20,LOW_LAYER,0,1554611554,327
4,4,SHOOTER,53,SHERIFF,3,SHOOTER,22,LOW_LAYER,0,1554611555,327
3,4,SHOOTER,38,SHERIFF,1,SHOOTER,65,LOW_LAYER,0,1554611557,327
3,2,SHOOTER,29,SHERIFF,4,SHOOTER,54,LOW_LAYER,17,1554611558,327
4,4,SHOOTER,71,SHERIFF,23,SHOOTER,27,LOW_LAYER,9,1554611560,327
4,4,SHOOTER,74,SHERIFF,37,SHOOTER,68,LOW_LAYER,29,1554611562,327
4,4,SHOOTER,56,SHERIFF,45,SHOOTER,29,LOW_LAYER,0,1554611564,327
2,4,SHOOTER,19,SHERIFF,42,SHOOTER,69,LOW_LAYER,0,1554611566,327
4,4,SHOOTER,54,SHERIFF,25,SHOOTER,24,LOW_LAYER,1,1554611568,327
2,4,SHOOTER,35,SHERIFF,56,SHOOTER,62,LOW_LAYER,29,1554611569,327
2,4,SHOOTER,7,SHERIFF,9,SHOOTER,62,LOW_LAYER,0,1554611571,327
2,4,SHOOTER,36,SHERIFF,37,SHOOTER,57,LOW_LAYER,0,1554611573,327
2,3,SHOOTER,42,SHERIFF,56,SHOOTER,32,LOW_LAYER,52,1554611575,327
4,4,SHOOTER,56,SHERIFF,39,SHOOTER,21,LOW_LAYER,14,1554611576,327
2,4,SHOOTER,10,SHERIFF,22,SHOOTER,66,LOW_LAYER,6,1554611578,327
3,4,SHOOTER,27,SHERIFF,22,SHOOTER,51,LOW_LAYER,4,1554611580,327
4,2,SHOOTER,58,SHERIFF,17,SHOOTER,31,LOW_LAYER,24,1554611582,327
4,4,SHOOTER,58,SHERIFF,41,SHOOTER,3,LOW_LAYER,2,1554611583,327
3,4,SHOOTER,48,SHERIFF,1,SHOOTER,55,LOW_LAYER,0,1554611585,327
4,4,SHOOTER,58,SHERIFF,8,SHOOTER,12,LOW_LAYER,0,1554611587,327
4,4,SHOOTER,57,SHERIFF,22,SHOOTER,34,LOW_LAYER,17,1554611588,327
4,4,SHOOTER,50,SHERIFF,24,SHOOTER,18,LOW_LAYER,12,1554611590,327
3,2,SHOOTER,48,SHERIFF,1,SHOOTER,53,LOW_LAYER,28,1554611592,327
1,1,SHOOTER,20,SHERIFF,71,SHOOTER,59,LOW_LAYER,32,1554611593,328
4,4,SHOOTER,52,SHERIFF,30,SHOOTER,21,LOW_LAYER,1,1554611595,328
2,4,SHOOTER,15,SHERIFF,35,SHOOTER,51,LOW_LAYER,3,1554611597,328
2,4,SHOOTER,24,SHERIFF,40,SHOOTER,65,LOW_LAYER,1,1554611599,328
4,4,SHOOTER,53,SHERIFF,22,SHOOTER,27,LOW_LAYER,2,1554611600,328
4,2,SHOOTER,55,SHERIFF,10,SHOOTER,44,LOW_LAYER,21,1554611602,328
1,1,SHOOTER,47,SHERIFF,62,SHOOTER,67,LOW_LAYER,58,1554611604,329
1,1,SHOOTER,20,SHERIFF,28,SHOOTER,54,LOW_LAYER,28,1554611606,330
4,4,SHOOTER,72,SHERIFF,24,SHOOTER,8,LOW_LAYER,0,1554611607,330
4,4,SHOOTER,67,SHERIFF,9,SHOOTER,54,LOW_LAYER,0,1554611609,330
3,2,SHOOTER,33,SHERIFF,18,SHOOTER,52,LOW_LAYER,27,1554611611,330
4,4,SHOOTER,61,SHERIFF,10,SHOOTER,33,LOW_LAYER,0,1554611613,330
4,4,SHOOTER,65,SHERIFF,21,SHOOTER,18,LOW_LAYER,0,1554611615,330
1,1,SHOOTER,22,SHERIFF,59,SHOOTER,62,LOW_LAYER,39,1554611616,331
3,4,SHOOTER,24,SHERIFF,1,SHOOTER,53,LOW_LAYER,0,1554611618,331
1,1,SHOOTER,16,SHERIFF,30,SHOOTER,58,LOW_LAYER,26,1554611620,332
4,4,SHOOTER,56,SHERIFF,19,SHOOTER,27,LOW_LAYER,2,1554611621,332
4,4,SHOOTER,56,SHERIFF,9,SHOOTER,33,LOW_LAYER,6,1554611623,332
4,4,SHOOTER,57,SHERIFF,43,SHOOTER,30,LOW_LAYER,26,1554611625,332
4,3,SHOOTER,60,SHERIFF,29,SHOOTER,15,LOW_LAYER,26,1554611626,332
4,2,SHOOTER,52,SHERIFF,10,SHOOTER,29,LOW_LAYER,13,1554611628,332
4,2,SHOOTER,53,SHERIFF,3,SHOOTER,18,LOW_LAYER,4,1554611630,332
4,2,SHOOTER,55,SHERIFF,26,SHOOTER,48,LOW_LAYER,27,1554611631,332
4,4,SHOOTER,63,SHERIFF,4,SHOOTER,11,LOW_LAYER,0,1554611633,332
3,4,SHOOTER,43,SHERIFF,25,SHOOTER,62,LOW_LAYER,0,1554611634,332
3,4,SHOOTER,23,SHERIFF,4,SHOOTER,51,LOW_LAYER,0,1554611636,332
4,2,SHOOTER,64,SHERIFF,14,SHOOTER,32,LOW_LAYER,20,1554611638,332
4,2,SHOOTER,52,SHERIFF,30,SHOOTER,38,LOW_LAYER,36,1554611640,332
3,4,SHOOTER,39,SHERIFF,11,SHOOTER,53,LOW_LAYER,1,1554611641,332
1,1,SHOOTER,7,SHERIFF,14,SHOOTER,53,LOW_LAYER,30,1554611643,333
3,4,SHOOTER,38,SHERIFF,9,SHOOTER,57,LOW_LAYER,0,1554611645,333
4,3,SHOOTER,61,SHERIFF,40,SHOOTER,20,LOW_LAYER,35,1554611646,333
4,4,SHOOTER,62,SHERIFF,51,SHOOTER,39,LOW_LAYER,4,1554611648,333
4,4,SHOOTER,58,SHERIFF,19,SHOOTER,27,LOW_LAYER,0,1554611650,333
4,4,SHOOTER,66,SHERIFF,16,SHOOTER,47,LOW_LAYER,1,1554611652,333
3,4,SHOOTER,11,SHERIFF,7,SHOOTER,60,LOW_LAYER,0,1554611654,333
3,4,SHOOTER,45,SHERIFF,4,SHOOTER,55,LOW_LAYER,0,1554611655,333
4,4,SHOOTER,62,SHERIFF,21,SHOOTER,41,LOW_LAYER,6,1554611657,333
4,4,SHOOTER,53,SHERIFF,36,SHOOTER,51,LOW_LAYER,16,1554611659,333
4,4,SHOOTER,50,SHERIFF,16,SHOOTER,38,LOW_LAYER,0,1554611661,333
3,4,SHOOTER,46,SHERIFF,45,SHOOTER,57,LOW_LAYER,8,1554611663,333
4,2,SHOOTER,64,SHERIFF,37,SHOOTER,42,LOW_LAYER,39,1554611665,333
3,4,SHOOTER,46,SHERIFF,5,SHOOTER,50,LOW_LAYER,3,1554611666,333
2,4,SHOOTER,21,SHERIFF,24,SHOOTER,55,LOW_LAYER,4,1554611668,333
2,4,SHOOTER,33,SHERIFF,68,SHOOTER,55,LOW_LAYER,26,1554611670,333
4,2,SHOOTER,53,SHERIFF,4,SHOOTER,47,LOW_LAYER,26,1554611672,333
3,2,SHOOTER,18,SHERIFF,1,SHOOTER,57,LOW_LAYER,2,1554611673,333
4,2,SHOOTER,58,SHERIFF,4,SHOOTER,50,LOW_LAYER,18,1554611675,333
4,4,SHOOTER,56,SHERIFF,24,SHOOTER,47,LOW_LAYER,3,1554611677,333
4,4,SHOOTER,66,SHERIFF,7,SHOOTER,54,LOW_LAYER,3,1554611678,333
2,4,SHOOTER,6,SHERIFF,17,SHOOTER,55,LOW_LAYER,0,1554611680,333
4,4,SHOOTER,53,SHERIFF,38,SHOOTER,39,LOW_LAYER,26,1554611682,333
4,4,SHOOTER,54,SHERIFF,13,SHOOTER,32,LOW_LAYER,5,1554611684,333
4,4,SHOOTER,64,SHERIFF,36,SHOOTER,49,LOW_LAYER,33,1554611685,333
4,4,SHOOTER,55,SHERIFF,25,SHOOTER,20,LOW_LAYER,4,1554611687,333
4,4,SHOOTER,68,SHERIFF,24,SHOOTER,31,LOW_LAYER,7,1554611689,333
1,1,SHOOTER,22,SHERIFF,27,SHOOTER,50,LOW_LAYER,31,1554611691,334
4,4,SHOOTER,53,SHERIFF,9,SHOOTER,11,LOW_LAYER,5,1554611692,334
4,4,SHOOTER,55,SHERIFF,14,SHOOTER,23,LOW_LAYER,12,1554611694,334
3,4,SHOOTER,37,SHERIFF,13,SHOOTER,54,LOW_LAYER,0,1554611695,334
4,4,SHOOTER,57,SHERIFF,52,SHOOTER,45,LOW_LAYER,28,1554611697,334
3,4,SHOOTER,50,SHERIFF,31,SHOOTER,56,LOW_LAYER,19,1554611699,334
3,4,SHOOTER,53,SHERIFF,14,SHOOTER,56,LOW_LAYER,7,1554611701,334
4,4,SHOOTER,68,SHERIFF,13,SHOOTER,49,LOW_LAYER,0,1554611703,334
4,4,SHOOTER,57,SHERIFF,17,SHOOTER,47,LOW_LAYER,9,1554611705,334
4,4,SHOOTER,53,SHERIFF,44,SHOOTER,30,LOW_LAYER,29,1554611707,334
4,4,SHOOTER,67,SHERIFF,24,SHOOTER,43,LOW_LAYER,22,1554611708,334
4,4,SHOOTER,50,SHERIFF,32,SHOOTER,45,LOW_LAYER,3,1554611710,334
3,4,SHOOTER,35,SHERIFF,8,SHOOTER,58,LOW_LAYER,3,1554611712,334
1,1,SHOOTER,21,SHERIFF,62,SHOOTER,72,LOW_LAYER,27,1554611714,335
4,4,SHOOTER,53,SHERIFF,26,SHOOTER,48,LOW_LAYER,3,1554611716,335
4,4,SHOOTER,57,SHERIFF,31,SHOOTER,11,LOW_LAYER,5,1554611717,335
4,4,SHOOTER,57,SHERIFF,27,SHOOTER,48,LOW_LAYER,24,1554611719,335
4,4,SHOOTER,54,SHERIFF,23,SHOOTER,53,LOW_LAYER,0,1554611721,335
4,4,SHOOTER,70,SHERIFF,29,SHOOTER,31,LOW_LAYER,0,1554611723,335
3,4,SHOOTER,48,SHERIFF,3,SHOOTER,52,LOW_LAYER,1,1554611725,335
3,3,SHOOTER,45,SHERIFF,63,SHOOTER,35,LOW_LAYER,39,1554611726,335
3,2,SHOOTER,31,SHERIFF,1,SHOOTER,65,LOW_LAYER,7,1554611729,335
3,2,SHOOTER,28,SHERIFF,12,SHOOTER,51,LOW_LAYER,13,1554611730,335
4,4,SHOOTER,59,SHERIFF,29,SHOOTER,40,LOW_LAYER,2,1554611732,335
4,4,SHOOTER,51,SHERIFF,17,SHOOTER,34,LOW_LAYER,2,1554611734,335
4,2,SHOOTER,66,SHERIFF,5,SHOOTER,42,LOW_LAYER,17,1554611735,335
4,4,SHOOTER,53,SHERIFF,15,SHOOTER,22,LOW_LAYER,14,1554611737,335
4,4,SHOOTER,53,SHERIFF,9,SHOOTER,16,LOW_LAYER,0,1554611739,335
4,4,SHOOTER,69,SHERIFF,14,SHOOTER,19,LOW_LAYER,2,1554611740,335
3,4,SHOOTER,55,SHERIFF,39,SHOOTER,61,LOW_LAYER,1,1554611742,335
3,4,SHOOTER,53,SHERIFF,25,SHOOTER,84,LOW_LAYER,20,1554611744,335
3,2,SHOOTER,32,SHERIFF,19,SHOOTER,56,LOW_LAYER,23,1554611746,335
4,2,SHOOTER,61,SHERIFF,0,SHOOTER,38,LOW_LAYER,5,1554611748,335
4,2,SHOOTER,67,SHERIFF,2,SHOOTER,37,LOW_LAYER,24,1554611750,335
4,4,SHOOTER,58,SHERIFF,2,SHOOTER,44,LOW_LAYER,0,1554611751,335
4,3,SHOOTER,50,SHERIFF,30,SHOOTER,21,LOW_LAYER,29,1554611753,335
3,2,SHOOTER,30,SHERIFF,6,SHOOTER,50,LOW_LAYER,18,1554611755,335
4,4,SHOOTER,74,SHERIFF,69,SHOOTER,39,LOW_LAYER,26,1554611756,335
4,4,SHOOTER,60,SHERIFF,7,SHOOTER,37,LOW_LAYER,0,1554611758,335
3,4,SHOOTER,45,SHERIFF,37,SHOOTER,70,LOW_LAYER,30,1554611760,335
4,2,SHOOTER,58,SHERIFF,20,SHOOTER,30,LOW_LAYER,22,1554611762,335
3,4,SHOOTER,26,SHERIFF,22,SHOOTER,56,LOW_LAYER,0,1554611764,335
4,4,SHOOTER,67,SHERIFF,11,SHOOTER,52,LOW_LAYER,0,1554611765,335
4,4,SHOOTER,62,SHERIFF,36,SHOOTER,52,LOW_LAYER,6,1554611767,335
4,4,SHOOTER,68,SHERIFF,18,SHOOTER,31,LOW_LAYER,13,1554611769,335
2,4,SHOOTER,31,SHERIFF,34,SHOOTER,64,LOW_LAYER,1,1554611771,335
3,4,SHOOTER,40,SHERIFF,58,SHOOTER,37,LOW_LAYER,21,1554611773,335
4,4,SHOOTER,52,SHERIFF,32,SHOOTER,44,LOW_LAYER,28,1554611775,335
3,4,SHOOTER,44,SHERIFF,7,SHOOTER,52,LOW_LAYER,1,1554611777,335
4,4,SHOOTER,51,SHERIFF,24,SHOOTER,23,LOW_LAYER,6,1554611779,335
3,4,SHOOTER,22,SHERIFF,6,SHOOTER,50,LOW_LAYER,0,1554611780,335
4,4,SHOOTER,61,SHERIFF,15,SHOOTER,28,LOW_LAYER,0,1554611782,335
3,4,SHOOTER,55,SHERIFF,11,SHOOTER,64,LOW_LAYER,0,1554611783,335
4,4,SHOOTER,67,SHERIFF,7,SHOOTER,4,LOW_LAYER,0,1554611785,335
4,4,SHOOTER,54,SHERIFF,50,SHOOTER,19,LOW_LAYER,7,1554611787,335
3,4,SHOOTER,36,SHERIFF,26,SHOOTER,64,LOW_LAYER,4,1554611789,335
3,4,SHOOTER,13,SHERIFF,8,SHOOTER,57,LOW_LAYER,0,1554611790,335
4,4,SHOOTER,59,SHERIFF,28,SHOOTER,43,LOW_LAYER,0,1554611792,335
3,4,SHOOTER,18,SHERIFF,7,SHOOTER,53,LOW_LAYER,0,1554611794,335
4,4,SHOOTER,54,SHERIFF,15,SHOOTER,9,LOW_LAYER,0,1554611795,335
4,4,SHOOTER,58,SHERIFF,10,SHOOTER,10,LOW_LAYER,0,1554611797,335
2,4,SHOOTER,35,SHERIFF,54,SHOOTER,41,LOW_LAYER,26,1554611798,335
4,4,SHOOTER,51,SHERIFF,12,SHOOTER,13,LOW_LAYER,2,1554611800,335
3,4,SHOOTER,49,SHERIFF,17,SHOOTER,60,LOW_LAYER,4,1554611802,335
3,4,SHOOTER,53,SHERIFF,33,SHOOTER,54,LOW_LAYER,16,1554611803,335
4,4,SHOOTER,70,SHERIFF,38,SHOOTER,42,LOW_LAYER,32,1554611805,335
3,2,SHOOTER,47,SHERIFF,12,SHOOTER,52,LOW_LAYER,19,1554611807,335
3,2,SHOOTER,22,SHERIFF,0,SHOOTER,54,LOW_LAYER,2,1554611809,335
3,4,SHOOTER,42,SHERIFF,36,SHOOTER,52,LOW_LAYER,0,1554611810,335
4,4,SHOOTER,57,SHERIFF,12,SHOOTER,35,LOW_LAYER,0,1554611813,335
3,4,SHOOTER,44,SHERIFF,7,SHOOTER,52,LOW_LAYER,1,1554611814,335
4,2,SHOOTER,58,SHERIFF,0,SHOOTER,14,LOW_LAYER,6,1554611816,335
4,4,SHOOTER,66,SHERIFF,24,SHOOTER,38,LOW_LAYER,2,1554611817,335
3,2,SHOOTER,36,SHERIFF,3,SHOOTER,60,LOW_LAYER,5,1554611819,335
4,3,SHOOTER,74,SHERIFF,27,SHOOTER,0,LOW_LAYER,29,1554611821,335
3,3,SHOOTER,31,SHERIFF,59,SHOOTER,14,LOW_LAYER,26,1554611822,335
4,4,SHOOTER,59,SHERIFF,6,SHOOTER,39,LOW_LAYER,0,1554611824,335
3,4,SHOOTER,45,SHERIFF,42,SHOOTER,69,LOW_LAYER,0,1554611826,335
4,2,SHOOTER,58,SHERIFF,0,SHOOTER,40,LOW_LAYER,6,1554611828,335
3,4,SHOOTER,19,SHERIFF,3,SHOOTER,56,LOW_LAYER,0,1554611829,335
4,4,SHOOTER,52,SHERIFF,9,SHOOTER,17,LOW_LAYER,0,1554611831,335
4,4,SHOOTER,73,SHERIFF,12,SHOOTER,40,LOW_LAYER,5,1554611832,335
3,4,SHOOTER,40,SHERIFF,31,SHOOTER,59,LOW_LAYER,0,1554611834,335
4,4,SHOOTER,62,SHERIFF,33,SHOOTER,31,LOW_LAYER,4,1554611836,335
4,4,SHOOTER,64,SHERIFF,32,SHOOTER,34,LOW_LAYER,26,1554611838,335
2,4,SHOOTER,18,SHERIFF,34,SHOOTER,50,LOW_LAYER,2,1554611839,335
4,4,SHOOTER,60,SHERIFF,24,SHOOTER,24,LOW_LAYER,22,1554611841,335
4,3,SHOOTER,65,SHERIFF,43,SHOOTER,9,LOW_LAYER,13,1554611843,335
4,2,SHOOTER,59,SHERIFF,3,SHOOTER,29,LOW_LAYER,13,1554611845,335
1,1,SHOOTER,23,SHERIFF,28,SHOOTER,53,LOW_LAYER,26,1554611847,336
3,4,SHOOTER,38,SHERIFF,11,SHOOTER,55,LOW_LAYER,0,1554611848,336
4,4,SHOOTER,53,SHERIFF,19,SHOOTER,32,LOW_LAYER,0,1554611850,336
3,4,SHOOTER,50,SHERIFF,17,SHOOTER,63,LOW_LAYER,0,1554611851,336
4,4,SHOOTER,52,SHERIFF,31,SHOOTER,18,LOW_LAYER,3,1554611853,336
2,2,SHOOTER,16,SHERIFF,4,SHOOTER,65,LOW_LAYER,19,1554611855,336
4,2,SHOOTER,65,SHERIFF,14,SHOOTER,64,LOW_LAYER,39,1554611857,336
4,4,SHOOTER,53,SHERIFF,4,SHOOTER,45,LOW_LAYER,2,1554611859,336
1,1,SHOOTER,4,SHERIFF,43,SHOOTER,57,LOW_LAYER,26,1554611860,337
3,2,SHOOTER,42,SHERIFF,16,SHOOTER,50,LOW_LAYER,22,1554611862,337
3,4,SHOOTER,44,SHERIFF,35,SHOOTER,59,LOW_LAYER,18,1554611864,337
3,4,SHOOTER,53,SHERIFF,29,SHOOTER,55,LOW_LAYER,19,1554611865,337
4,4,SHOOTER,79,SHERIFF,10,SHOOTER,35,LOW_LAYER,6,1554611868,337
4,4,SHOOTER,50,SHERIFF,36,SHOOTER,44,LOW_LAYER,26,1554611870,337
4,3,SHOOTER,57,SHERIFF,33,SHOOTER,14,LOW_LAYER,26,1554611871,337
4,4,SHOOTER,52,SHERIFF,22,SHOOTER,24,LOW_LAYER,6,1554611873,337
2,4,SHOOTER,24,SHERIFF,43,SHOOTER,56,LOW_LAYER,7,1554611874,337
4,4,SHOOTER,50,SHERIFF,19,SHOOTER,30,LOW_LAYER,5,1554611876,337
4,4,SHOOTER,55,SHERIFF,23,SHOOTER,26,LOW_LAYER,0,1554611878,337
1,1,SHOOTER,11,SHERIFF,35,SHOOTER,57,LOW_LAYER,27,1554611880,338
3,4,SHOOTER,34,SHERIFF,6,SHOOTER,60,LOW_LAYER,4,1554611881,338
3,4,SHOOTER,33,SHERIFF,28,SHOOTER,69,LOW_LAYER,0,1554611883,338
3,2,SHOOTER,35,SHERIFF,26,SHOOTER,66,LOW_LAYER,29,1554611885,338
3,4,SHOOTER,33,SHERIFF,20,SHOOTER,65,LOW_LAYER,12,1554611886,338
3,2,SHOOTER,42,SHERIFF,38,SHOOTER,61,LOW_LAYER,41,1554611888,338
4,3,SHOOTER,61,SHERIFF,48,SHOOTER,21,LOW_LAYER,26,1554611890,338
2,4,SHOOTER,13,SHERIFF,15,SHOOTER,50,LOW_LAYER,0,1554611892,338
4,4,SHOOTER,65,SHERIFF,36,SHOOTER,29,LOW_LAYER,26,1554611893,338
4,4,SHOOTER,62,SHERIFF,35,SHOOTER,33,LOW_LAYER,0,1554611895,338
4,4,SHOOTER,52,SHERIFF,37,SHOOTER,39,LOW_LAYER,2,1554611897,338
3,4,SHOOTER,48,SHERIFF,16,SHOOTER,77,LOW_LAYER,15,1554611898,338
4,4,SHOOTER,56,SHERIFF,12,SHOOTER,34,LOW_LAYER,2,1554611900,338
4,2,SHOOTER,63,SHERIFF,0,SHOOTER,41,LOW_LAYER,26,1554611902,338
4,4,SHOOTER,60,SHERIFF,43,SHOOTER,52,LOW_LAYER,1,1554611904,338
4,4,SHOOTER,54,SHERIFF,27,SHOOTER,23,LOW_LAYER,0,1554611906,338
4,4,SHOOTER,57,SHERIFF,7,SHOOTER,37,LOW_LAYER,3,1554611908,338
3,2,SHOOTER,13,SHERIFF,1,SHOOTER,82,LOW_LAYER,8,1554611909,338
3,2,SHOOTER,31,SHERIFF,3,SHOOTER,61,LOW_LAYER,9,1554611911,338
4,4,SHOOTER,53,SHERIFF,6,SHOOTER,17,LOW_LAYER,2,1554611912,338
4,4,SHOOTER,52,SHERIFF,27,SHOOTER,51,LOW_LAYER,26,1554611914,338
3,4,SHOOTER,52,SHERIFF,21,SHOOTER,53,LOW_LAYER,4,1554611916,338
4,3,SHOOTER,59,SHERIFF,38,SHOOTER,16,LOW_LAYER,17,1554611918,338
4,4,SHOOTER,55,SHERIFF,16,SHOOTER,32,LOW_LAYER,1,1554611919,338
1,1,SHOOTER,37,SHERIFF,48,SHOOTER,55,LOW_LAYER,42,1554611921,339
4,4,SHOOTER,50,SHERIFF,23,SHOOTER,31,LOW_LAYER,0,1554611923,339
4,2,SHOOTER,63,SHERIFF,16,SHOOTER,56,LOW_LAYER,21,1554611925,339
4,3,SHOOTER,55,SHERIFF,30,SHOOTER,19,LOW_LAYER,26,1554611927,339
3,4,SHOOTER,30,SHERIFF,18,SHOOTER,56,LOW_LAYER,0,1554611928,339
3,2,SHOOTER,44,SHERIFF,4,SHOOTER,56,LOW_LAYER,26,1554611930,339
4,4,SHOOTER,60,SHERIFF,16,SHOOTER,41,LOW_LAYER,13,1554611932,339
3,4,SHOOTER,50,SHERIFF,41,SHOOTER,57,LOW_LAYER,34,1554611933,339
4,2,SHOOTER,52,SHERIFF,0,SHOOTER,50,LOW_LAYER,28,1554611935,339
4,4,SHOOTER,55,SHERIFF,31,SHOOTER,31,LOW_LAYER,13,1554611937,339
1,1,SHOOTER,14,SHERIFF,41,SHOOTER,51,LOW_LAYER,50,1554611939,340
3,4,SHOOTER,47,SHERIFF,42,SHOOTER,67,LOW_LAYER,26,1554611940,340
3,4,SHOOTER,38,SHERIFF,5,SHOOTER,61,LOW_LAYER,0,1554611942,340
4,4,SHOOTER,53,SHERIFF,1,SHOOTER,24,LOW_LAYER,0,1554611944,340
3,4,SHOOTER,57,SHERIFF,6,SHOOTER,67,LOW_LAYER,0,1554611945,340
3,4,SHOOTER,58,SHERIFF,40,SHOOTER,69,LOW_LAYER,15,1554611947,340
4,4,SHOOTER,67,SHERIFF,14,SHOOTER,21,LOW_LAYER,2,1554611950,340
4,4,SHOOTER,51,SHERIFF,36,SHOOTER,29,LOW_LAYER,14,1554611951,340
4,4,SHOOTER,63,SHERIFF,19,SHOOTER,46,LOW_LAYER,2,1554611953,340
4,4,SHOOTER,53,SHERIFF,32,SHOOTER,45,LOW_LAYER,0,1554611955,340
